2,12,12,6,10,3,4,7,12,6,12,7,9,7,12,12,2,7,12,3,4,7,11,3,4,4,8,7,10,3,4,12,11,7,7,3,4,4,12,9,11,7,7,3,4,12,7,7,12,3,4,12,12,3,4,4,4,12,12,6,10,12,9,6,12,12,9,11,6,12,12,9,6,10,12,9,9,3,4,7,7,3,4,12,6,12,12,2,10,12,7,12,7,7,8,12,9,9,11,12,9,6,10,12,2,12,11,12,11,7,11,6,12,11,7,7,12,7,10,12,2,7,12,9,11,12,2,7,7,12,12,6,10,3,4,12,6,12,9,3,4,12,9,6,10,3,4,7,11,12,9,11,7,3,4,4,7,12,9,6,10,12,7,3,4,12,7,3,4,12,9,11,12,12,2,10,3,4,12,6,10,12,7,3,4,7,9,3,4,4,8,12,12,6,12,9,11,11,7,3
3,4,4,12,11,7,12,6,12,7,3,4,7,7,8,7,7,7,9,11,11,12,12,9,6,12,7,8,7,11,11,7,7,7,11,11,12,12,11,7,8,7,9,11,11,6,10,12,9,3,4,4,4,7,11,12,6,10,12,9,3,4,12,12,9,6,10,3,4,7,12,9,3,4,7,7,3,4,4,8,12,2,10,3,4,12,11,11,7,7,12,12,7,12,12,6,10,3,4,4,12,9,6,12,12,7,9,6,12,3,4,12,7,3,4,12,7,7,9,6,12,2,10,12,2,7,12,7,7,12,2,12,12,7,11,12,9,11,3,4,4,4,12,2,12,3,4,12,12,6,10,12,7,12,9,6,12,3,4,7,7,7,3,4,4,4,8,7,7,12,12,9,11,3,4,7,12,9,9,6,12,7,7,3,4,4,4,12,12,11,6,12,11,11,7,7,12,12,7,12
3,4,10,12,9,9,7,12,9,11,6,10,3,4,4,7,2,12,2,10,12,9,6,12,9,3,4,12,9,3,4,7,8,7,3,4,12,12,2,7,7,7,12,12,6,12,12,11,7,7,3,4,4,4,8,12,6,12,7,7,3,4,4,12,9,11,12,12,2,12,7,12,12,11,12,12,6,10,12,7,2,12,12,9,3,4,4,4,7,9,11,12,7,7,3,4,4,4,8,7,12,6,12,12,2,12,7,3,4,4,12,7,8,12,9,6,10,12,11,12,6,12,12,7,11,7,12,6,10,12,2,12,6,12,9,3,4,8,7,11,7,7,3,4,4,4,12,11,12,12,6,12,7,12,12,2,12,12,11,12,12,6,10,3,4,4,4,8,7,7,12,6,12,2,10,3,4,7,12,2,10,12,2,12,12,6,10,12,7,3,4,4,4,12,7,12,12,2,7,11
3,4,7,12,2,12,6,10,3,4,12,12,9,7,3,4,12,9,9,7,7,7,7,12,12,2,10,3,4,12,12,9,6,12,9,11,6,10,3,4,4,7,12,3,4,12,12,9,11,11,3,4,4,4,7,11,7,10,3,4,4,4,12,6,10,12,9,6,12,12,2,12,9,7,11,3,4,7,7,12,2,10,12,2,7,12,7,9,3,4,12,2,10,12,9,7,3,4,4,7,7,3,4,4,12,12,9,11,11,12,7,3,4,4,12,12,3,4,8,12,7,12,12,6,10,3,4,7,8,7,9,3,4,4,4,12,12,6,10,12,2,7,12,7,11,12,6,12,9,7,3,4,12,7,9,6,10,3,4,4,4,8,7,7,3,4,8,7,12,9,3,4,7,7,12,12,2,12,2,12,12,7,2,12,12,9,6,10,3,4,4,12,11,12,9,7,3,4,7,7
3,4,4,4,7,12,12,9,9,9,6,12,3,4,7,12,7,3,4,8,7,7,12,7,3,4,4,12,12,6,10,12,9,6,12,7,7,7,11,12,6,12,12,3,4,4,4,12,12,7,3,4,7,8,7,9,9,9,9,11,11,6,12,2,12,12,7,7,2,7,12,12,2,7,12,12,3,4,12,12,9,9,9,3,4,4,4,10,12,6,10,3,4,4,4,7,12,6,10,12,7,7,7,10,12,2,7,7,7,11,6,10,12,2,7,3,4,4,7,12,3,4,12,12,2,12,3,4,4,4,8,12,12,11,3,4,12,2,7,12,9,6,12,7,11,12,6,12,12,7,3,4,4,4,12,7,11,11,11,12,2,7,12,12,7,7,7,9,3,4,4,4,7,12,12,7,11,12,7,12,12,3,4,12,6,10,3,4,4,4,7,11,12,12,7,12,3,4,4,4
3,4,7,11,11,7,8,7,12,11,12,6,12,11,3,4,4,4,12,7,7,3,4,7,8,7,12,3,4,4,7,7,11,7,3,4,4,4,12,9,3,4,12,6,12,12,3,4,10,12,6,12,2,7,7,7,11,12,12,6,12,11,11,12,11,6,10,3,4,7,12,11,12,12,6,10,3,4,4,12,12,3,4,4,12,9,3,4,4,4,12,12,2,7,12,6,12,7,12,2,10,3,4,7,8,12,9,11,7,3,4,4,7,12,12,7,7,7,3,4,4,12,7,2,10,12,9,6,12,2,10,12,9,11,6,12,12,9,11,11,3,4,7,11,11,6,10,12,2,10,12,6,10,12,2,7,7,7,2,12,12,6,12,11,3,4,8,7,3,4,4,4,7,9,6,12,2,7,3,4,4,4,7,7,11,12,12,6,12,12,11,11,3,4,4,7,9,9,3,4
3,4,4,12,7,7,9,9,9,11,12,6,10,3,4,4,12,12,2,7,9,9,6,12,9,7,3,4,7,12,7,7,8,12,12,6,12,2,7,11,12,2,12,2,7,12,12,9,6,12,12,9,9,3,4,4,12,6,10,3,4,12,2,12,7,12,12,2,12,6,12,7,3,4,7,8,12,12,3,4,4,4,12,6,12,12,3,4,10,12,7,7,3,4,12,12,7,9,9,6,12,7,3,4,4,4,7,7,3,4,4,4,12,9,11,7,12,7,12,12,7,12,12,3,4,12,11,6,12,2,12,6,12,12,2,12,12,11,6,10,3,4,7,9,6,12,9,3,4,12,2,7,3,4,4,7,7,7,10,3,4,8,7,3,4,12,11,12,7,3,4,7,9,7,3,4,12,12,6,12,11,7,9,7,7,3,4,12,9,6,12,9,7,3,4,4,4,7,7,7
3,4,12,12,9,6,10,3,4,4,4,12,6,12,12,3,4,7,7,12,11,12,6,12,9,3,4,4,4,7,12,3,4,4,4,12,12,6,12,3,4,7,7,3,4,4,4,12,7,12,9,11,12,12,2,7,7,3,4,4,4,12,12,9,6,12,11,12,12,3,4,12,9,9,11,3,4,4,12,7,12,6,10,3,4,7,11,12,12,6,12,12,7,11,6,10,3,4,12,2,12,2,12,12,6,10,12,2,10,3,4,12,6,12,12,7,2,12,2,12,12,2,10,3,4,12,2,10,12,6,10,12,2,10,12,3,4,8,7,7,7,7,3,4,4,4,12,6,12,12,2,7,7,7,7,3,4,4,4,12,2,7,12,12,7,7,12,3,4,4,12,9,6,12,11,3,4,4,4,12,12,11,12,9,3,4,4,4,12,6,10,3,4,4,12,12,6,10,3,4
3,4,12,12,3,4,4,4,12,6,10,3,4,7,12,6,10,3,4,12,6,10,3,4,4,4,12,12,2,10,12,6,12,12,9,7,7,12,2,10,12,9,9,3,4,12,11,6,10,12,7,3,4,4,7,12,6,12,3,4,4,12,6,10,3,4,12,11,11,3,4,4,12,12,6,10,3,4,8,12,9,6,12,12,9,3,4,4,4,10,12,6,12,9,7,7,3,4,12,6,10,3,4,4,4,12,12,7,12,2,12,6,12,2,10,3,4,4,4,12,2,12,12,6,10,3,4,4,8,7,7,12,2,7,12,6,10,3,4,4,7,12,2,7,9,11,11,7,3,4,4,7,12,9,6,12,9,7,12,7,3,4,4,4,7,12,9,11,3,4,4,10,12,9,11,12,12,2,7,7,11,3,4,4,4,7,11,11,12,11,7,12,12,11,12,12,3,4,7,9
3,4,4,4,12,12,2,12,6,10,3,4,4,7,12,9,3,4,4,7,12,6,12,7,12,3,4,4,4,7,12,12,2,12,7,9,11,3,4,12,6,10,12,2,10,12,9,6,12,7,12,6,12,12,2,12,3,4,4,7,11,11,11,7,3,4,4,8,7,3,4,4,4,7,11,12,6,10,3,4,4,4,12,11,6,10,12,9,6,10,12,7,7,7,12,7,7,7,7,7,7,7,12,9,11,3,4,12,6,12,7,3,4,12,11,3,4,12,6,12,3,4,7,7,9,11,12,12,6,12,12,9,11,12,7,12,12,7,11,7,12,12,2,12,6,10,12,7,11,12,12,6,10,3,4,4,12,9,3,4,12,2,7,12,6,10,12,9,9,6,12,12,2,10,12,2,12,7,2,7,11,7,9,3,4,12,12,9,9,7,3,4,7,9,11,6,10,12,9,11
3,4,7,11,11,11,11,11,3,4,12,6,12,3,4,8,7,3,4,12,6,10,3,4,8,7,3,4,8,7,3,4,4,4,12,12,9,6,12,2,12,9,6,10,3,4,12,12,2,10,3,4,4,12,7,7,7,3,4,12,7,3,4,12,2,7,7,11,12,9,11,7,11,11,11,7,7,12,2,7,12,11,12,9,3,4,4,4,7,11,3,4,4,4,7,11,3,4,4,7,12,7,12,6,10,12,7,3,4,12,2,12,11,12,12,11,3,4,4,12,2,7,3,4,4,4,8,7,7,7,9,9,9,3,4,4,12,11,11,12,3,4,12,6,10,3,4,12,2,12,12,3,4,4,12,12,6,12,9,7,8,7,9,6,12,3,4,4,12,6,12,9,11,12,7,3,4,4,7,12,7,3,4,7,12,12,6,12,12,9,3,4,4,12,7,7,7,12,12,7
3,4,4,4,8,7,11,12,6,10,12,11,12,6,10,3,4,4,12,6,10,12,7,3,4,12,7,7,7,7,7,9,7,9,3,4,7,7,3,4,7,7,12,6,12,12,2,7,9,6,12,12,3,4,4,4,7,9,6,12,12,7,11,12,7,12,11,3,4,4,4,8,7,10,3,4,7,7,7,7,3,4,4,12,7,9,3,4,4,4,7,12,9,9,7,7,12,9,9,3,4,7,8,7,3,4,4,7,8,7,12,7,3,4,12,12,6,10,12,2,10,3,4,4,7,9,9,11,6,12,9,11,3,4,7,11,6,10,12,7,12,2,12,12,3,4,4,4,7,9,11,3,4,10,12,2,12,2,10,3,4,7,11,6,10,12,9,3,4,12,2,7,7,7,7,10,3,4,7,12,12,6,12,12,7,3,4,4,4,12,6,12,9,3,4,8,7,7,3,4
3,4,10,12,6,12,11,12,6,10,3,4,4,4,12,2,12,12,6,12,12,9,3,4,8,12,12,3,4,4,10,12,9,6,12,9,11,7,3,4,4,4,12,12,6,12,2,12,2,7,3,4,4,4,7,10,12,7,7,12,2,10,12,2,10,3,4,4,4,12,12,6,10,3,4,12,7,12,6,10,3,4,4,7,9,3,4,12,6,12,9,3,4,12,6,10,3,4,7,9,6,12,2,10,12,3,4,4,8,7,7,3,4,12,6,10,12,2,7,7,12,12,7,7,11,12,12,7,3,4,7,12,6,12,12,2,7,3,4,4,4,12,12,2,12,12,6,10,3,4,4,10,12,6,10,3,4,4,4,7,7,7,3,4,4,4,7,7,12,7,12,7,11,12,7,7,12,7,3,4,4,7,12,12,2,10,3,4,7,7,3,4,4,10,12,9,6,12,12,11
3,4,4,4,12,2,10,12,11,3,4,4,7,10,12,6,10,12,9,11,3,4,12,6,12,7,7,7,3,4,4,4,7,7,7,7,2,12,9,7,3,4,4,4,12,12,6,10,3,4,4,4,7,12,12,7,7,11,12,12,2,12,12,9,7,12,9,3,4,4,10,12,6,10,12,2,12,7,7,9,6,10,3,4,4,4,12,6,10,12,7,7,3,4,8,7,3,4,4,4,12,9,9,3,4,7,12,9,7,8,12,2,12,6,12,12,7,7,3,4,4,4,12,7,12,2,7,3,4,12,7,11,12,6,12,12,3,4,4,12,9,6,10,3,4,4,7,8,7,12,12,6,10,3,4,4,12,7,3,4,4,12,11,12,12,6,12,12,9,3,4,7,12,12,11,7,12,6,12,12,9,6,10,12,7,3,4,7,12,3,4,4,4,7,9,9,11,6,12,11
3,4,12,12,9,7,7,10,12,6,12,9,9,11,7,12,12,2,10,12,3,4,7,12,12,9,6,12,12,9,3,4,8,12,6,12,9,3,4,4,12,2,12,6,12,12,9,7,3,4,7,7,12,7,2,10,12,9,3,4,7,11,12,2,7,7,12,12,3,4,4,4,12,7,8,12,11,12,12,2,12,2,10,12,9,6,12,12,9,11,12,3,4,7,7,7,7,3,4,10,12,6,10,12,11,7,7,12,6,12,2,10,3,4,4,12,12,2,12,6,10,3,4,4,4,12,6,12,12,2,7,11,11,12,7,8,12,2,12,2,12,9,11,12,12,2,12,2,12,12,6,10,12,9,7,12,12,9,7,8,7,12,9,3,4,4,10,12,11,12,2,10,3,4,12,9,11,12,2,12,2,10,12,6,12,12,2,7,7,7,7,11,11,11,7,3,4,7,8,7
3,4,7,2,12,12,2,7,8,7,7,7,7,3,4,12,9,11,12,12,6,10,3,4,4,8,7,11,6,12,9,11,7,7,12,12,9,6,10,3,4,4,7,7,9,6,10,3,4,4,4,12,12,6,12,7,3,4,10,12,9,6,10,12,7,12,2,10,3,4,4,12,2,10,3,4,4,4,12,6,12,9,11,12,12,9,3,4,4,12,9,11,6,12,2,10,12,6,12,11,7,9,6,12,12,7,12,2,10,3,4,4,12,6,12,7,7,3,4,4,4,7,12,9,7,8,12,12,2,7,3,4,7,7,7,10,12,9,6,10,3,4,4,4,7,7,7,3,4,7,12,6,10,12,9,6,12,9,3,4,4,4,8,12,7,2,7,3,4,4,4,7,7,9,11,12,12,9,3,4,4,4,12,6,10,3,4,4,4,12,2,12,12,2,7,7,3,4,7,12
3,4,7,7,9,9,9,11,6,12,9,9,9,3,4,7,12,6,10,12,7,7,12,2,7,7,2,7,7,10,12,9,11,3,4,7,7,8,7,12,2,10,3,4,12,12,6,10,12,9,7,11,7,9,3,4,4,4,7,7,7,3,4,4,12,6,10,12,7,9,3,4,4,12,2,7,3,4,4,4,7,11,7,12,3,4,4,12,7,7,12,2,10,3,4,4,7,10,3,4,4,4,8,12,6,10,12,7,12,6,10,12,7,3,4,7,9,3,4,4,12,6,10,12,7,12,7,11,12,12,6,12,3,4,4,4,7,7,3,4,4,12,9,6,10,3,4,4,4,12,12,2,10,12,9,11,7,3,4,4,4,12,2,7,3,4,12,6,10,3,4,7,12,12,7,3,4,12,11,11,3,4,7,12,2,10,12,3,4,8,7,3,4,12,12,2,7,7,3,4
3,4,7,2,10,3,4,8,7,3,4,4,12,12,2,10,3,4,4,10,12,6,12,3,4,10,12,7,7,8,12,7,3,4,12,7,10,12,6,10,12,9,6,12,7,12,6,10,12,9,6,12,12,7,3,4,7,12,7,3,4,12,2,7,9,6,10,3,4,4,8,7,7,7,12,12,9,6,12,3,4,7,7,7,7,3,4,8,7,7,12,6,10,3,4,8,12,6,12,11,11,7,9,11,7,3,4,12,6,12,2,10,12,11,12,12,9,6,10,12,7,7,7,12,11,7,11,12,11,3,4,4,4,12,7,7,7,7,3,4,10,12,2,10,3,4,4,4,12,7,9,11,12,12,9,6,10,3,4,4,4,7,11,12,6,12,9,3,4,7,11,7,7,7,12,2,7,8,12,11,7,7,9,3,4,4,12,12,7,12,9,11,12,2,10,12,6,10,12,7
3,4,4,7,11,12,11,12,7,3,4,4,12,12,2,12,2,10,3,4,12,2,7,12,6,10,3,4,4,12,9,7,12,7,12,9,11,7,12,9,6,12,2,12,12,6,12,2,12,7,7,12,7,7,10,3,4,4,12,6,12,2,10,12,6,12,7,3,4,7,7,3,4,4,4,8,7,7,3,4,4,12,12,9,6,10,12,9,11,6,10,12,2,12,2,12,7,12,9,3,4,4,8,12,12,2,7,2,7,12,7,11,12,7,3,4,12,6,10,12,9,3,4,4,7,7,11,3,4,7,12,6,12,2,10,12,11,3,4,7,12,9,11,3,4,10,12,7,12,9,7,12,9,3,4,4,4,7,12,12,7,10,3,4,4,12,12,9,6,12,7,3,4,12,12,7,9,6,10,3,4,4,12,2,7,3,4,4,7,7,11,12,6,12,3,4,4,4,12,6
3,4,12,2,12,2,12,9,11,7,12,2,7,12,2,12,2,12,2,7,7,7,12,7,3,4,4,4,12,2,10,12,9,11,12,11,6,10,3,4,7,10,12,2,7,10,3,4,12,12,3,4,4,12,7,3,4,12,9,3,4,12,12,2,12,12,7,12,7,7,2,7,7,12,7,7,7,9,3,4,12,2,10,3,4,7,11,12,7,3,4,7,11,6,12,2,12,12,9,11,7,12,12,9,7,3,4,12,7,12,12,2,10,12,7,3,4,4,7,7,8,7,12,6,12,11,11,7,2,10,12,11,12,12,6,12,2,12,2,7,3,4,7,12,7,7,12,2,10,3,4,4,7,7,12,2,12,7,10,12,2,7,7,3,4,4,12,12,6,10,3,4,7,12,6,10,3,4,4,12,6,10,3,4,4,4,7,10,3,4,12,7,9,6,12,12,9,11,12,6
3,4,12,12,2,7,3,4,12,12,9,7,3,4,7,2,7,11,12,3,4,12,12,7,7,9,7,7,7,3,4,4,12,12,7,7,7,7,7,3,4,4,7,12,12,9,3,4,4,4,12,7,7,3,4,7,12,12,6,10,3,4,4,7,9,11,6,10,3,4,7,7,7,7,12,2,12,6,12,2,10,12,2,10,3,4,4,8,7,7,3,4,4,12,12,6,12,11,12,2,12,7,3,4,4,10,12,3,4,12,6,10,3,4,12,9,6,10,3,4,12,6,12,12,7,7,9,6,12,7,12,7,7,2,12,12,11,3,4,12,12,6,12,3,4,4,4,12,9,7,7,7,11,7,12,12,2,12,7,9,6,12,2,7,9,6,10,12,9,11,3,4,4,4,7,7,9,3,4,8,7,11,7,11,12,11,7,7,7,12,2,10,3,4,12,7,10,12,11,7
3,4,12,6,12,12,2,12,6,12,3,4,4,4,12,2,12,11,7,3,4,4,12,2,12,3,4,4,12,7,7,7,3,4,4,4,12,2,7,7,7,3,4,7,12,12,9,7,7,11,3,4,7,7,12,11,11,12,12,9,3,4,12,7,7,12,12,7,12,6,12,12,9,3,4,12,2,12,3,4,4,7,9,6,12,3,4,4,4,7,12,12,7,11,12,12,2,12,3,4,12,7,3,4,4,7,12,12,9,3,4,12,7,2,12,7,7,3,4,4,8,12,11,11,11,7,12,7,7,7,7,12,12,9,7,3,4,4,12,6,12,12,2,10,12,3,4,4,12,12,9,6,12,12,2,12,7,12,11,11,3,4,7,8,7,7,12,12,2,7,12,3,4,10,12,9,3,4,10,12,9,7,9,3,4,7,7,12,9,11,6,10,12,7,7,8,7,3,4,4
3,4,4,7,7,12,12,2,12,6,12,3,4,4,4,7,9,6,10,12,2,12,3,4,4,7,7,3,4,12,2,7,3,4,8,7,12,12,11,6,10,12,7,11,6,10,3,4,12,12,7,3,4,12,6,12,9,9,11,3,4,12,11,12,2,7,3,4,12,7,12,11,7,8,12,7,3,4,7,12,9,6,10,3,4,4,7,12,9,6,12,2,7,7,7,7,12,12,7,3,4,7,10,3,4,4,8,7,7,7,12,9,6,10,3,4,7,7,7,11,6,12,11,12,12,9,7,11,12,2,12,7,7,12,7,12,7,7,7,7,11,12,9,11,12,6,10,3,4,7,12,6,12,9,3,4,4,4,12,7,3,4,4,4,10,12,3,4,4,12,12,11,11,7,7,11,12,9,11,7,12,2,10,12,6,10,3,4,4,7,12,7,7,3,4,4,7,7,3,4
3,4,12,11,11,6,10,12,2,10,12,6,12,3,4,7,7,12,7,3,4,12,6,10,12,11,6,12,11,7,3,4,12,11,12,6,10,12,3,4,12,12,6,10,3,4,4,4,8,7,12,6,10,12,3,4,4,4,12,7,7,3,4,4,7,7,9,9,6,10,12,2,12,12,3,4,12,7,8,7,12,6,12,7,10,12,7,3,4,12,6,12,2,10,12,3,4,12,6,10,12,3,4,4,4,10,12,3,4,8,12,11,7,12,12,6,10,3,4,4,4,12,6,12,2,12,2,10,12,6,10,3,4,4,8,12,12,9,11,3,4,7,12,2,12,6,10,12,7,12,9,3,4,4,7,12,6,12,12,2,10,12,2,7,10,12,9,11,3,4,7,7,7,3,4,7,12,3,4,7,8,12,6,12,2,12,3,4,12,12,11,3,4,10,12,7,8,12,6,12
3,4,10,12,6,12,12,7,3,4,7,12,2,7,11,12,6,12,2,10,3,4,10,12,9,11,12,6,12,2,7,12,12,2,10,12,2,12,12,6,10,3,4,4,4,12,9,11,3,4,4,4,7,9,7,3,4,7,12,2,12,6,10,3,4,7,7,7,12,2,7,7,7,11,6,10,12,7,12,3,4,4,4,8,7,12,12,7,7,3,4,4,8,12,2,12,9,11,11,7,3,4,12,12,7,11,7,7,11,12,7,3,4,4,12,6,12,7,3,4,4,7,11,6,12,12,2,12,12,2,7,7,11,6,12,12,7,7,3,4,4,12,7,3,4,4,7,8,7,7,7,3,4,12,9,3,4,4,4,12,2,7,9,9,6,12,12,7,8,7,7,7,7,3,4,4,7,7,3,4,4,7,12,12,9,3,4,4,4,12,9,3,4,4,4,12,12,7,7,7
3,4,4,4,7,11,12,7,3,4,7,7,3,4,12,6,10,12,7,7,7,7,12,7,8,12,2,10,3,4,4,7,11,6,12,9,11,6,10,12,9,3,4,4,4,7,10,12,2,10,12,7,3,4,4,4,12,6,12,2,12,2,12,6,12,7,3,4,4,4,12,2,10,12,3,4,7,11,7,7,12,12,2,12,6,10,3,4,12,7,12,6,12,9,11,12,12,9,3,4,4,4,7,8,7,3,4,4,4,7,12,7,12,12,6,10,3,4,12,9,3,4,12,12,6,12,2,10,3,4,4,7,9,3,4,8,7,11,3,4,7,7,7,7,3,4,7,11,3,4,4,4,12,9,3,4,4,4,7,12,6,12,12,7,3,4,7,7,7,11,3,4,7,7,12,6,10,3,4,4,4,12,6,10,12,7,3,4,12,12,6,12,12,3,4,4,12,9,3,4
3,4,4,12,2,7,7,11,12,6,10,12,9,3,4,4,4,12,6,12,9,11,11,12,12,11,12,12,3,4,4,12,12,6,10,12,11,3,4,7,12,12,7,2,7,2,12,2,7,12,11,3,4,12,12,7,7,3,4,7,12,11,3,4,7,12,6,12,9,3,4,7,7,7,10,12,6,12,9,9,7,12,7,7,3,4,7,12,2,10,12,9,6,10,12,2,12,2,10,12,6,10,12,9,9,7,3,4,4,4,7,10,3,4,4,4,10,12,9,9,11,12,6,10,12,11,12,9,11,6,12,12,2,7,3,4,4,12,11,12,12,7,11,3,4,4,7,9,9,11,12,9,3,4,7,7,10,3,4,4,7,7,12,3,4,7,7,12,9,11,7,12,6,12,7,3,4,4,4,8,12,7,12,6,12,7,12,6,12,12,7,11,12,3,4,12,6,12,12,3
3,4,12,2,12,12,2,7,11,11,12,7,11,11,12,11,3,4,7,7,7,12,2,7,7,10,12,7,12,6,10,3,4,8,7,7,9,11,12,12,6,12,11,11,11,7,7,3,4,4,4,12,6,12,2,7,7,7,7,9,3,4,8,7,3,4,7,11,12,6,10,12,2,10,12,6,10,12,2,7,9,6,12,7,7,10,12,2,7,12,6,10,12,2,10,3,4,4,4,7,7,7,9,11,11,12,7,7,7,12,6,12,2,12,2,7,3,4,7,9,9,11,12,6,12,11,12,7,12,7,7,12,12,6,12,3,4,4,12,9,6,10,12,9,7,7,9,3,4,12,7,9,9,6,10,3,4,4,4,7,7,7,3,4,8,12,2,12,12,7,12,6,12,9,3,4,4,12,12,7,10,12,7,10,12,2,7,2,12,6,12,2,12,12,2,10,3,4,7,12
3,4,12,6,12,12,7,11,11,12,6,12,12,7,9,7,12,7,3,4,4,4,12,12,7,12,2,7,7,7,3,4,10,12,9,6,10,12,2,7,11,7,7,11,12,2,7,11,6,12,12,9,9,3,4,12,12,9,6,12,12,7,8,7,7,7,3,4,10,12,2,12,6,10,12,7,7,7,8,7,3,4,12,6,10,12,3,4,12,12,9,9,7,9,11,12,3,4,8,7,3,4,7,12,9,11,6,12,12,7,3,4,8,12,12,6,10,3,4,12,9,6,10,3,4,4,7,7,3,4,4,7,7,11,12,9,7,12,2,10,3,4,4,10,12,6,12,12,2,10,12,6,10,12,3,4,7,12,9,3,4,4,12,7,7,3,4,7,11,12,6,10,3,4,7,12,7,12,12,6,10,12,7,8,12,3,4,8,7,7,12,12,2,10,12,9,6,10,12,9
3,4,10,12,2,7,9,9,3,4,12,9,7,12,6,12,11,12,2,12,12,2,10,12,9,6,10,3,4,7,9,7,12,9,9,6,12,12,9,11,7,7,7,11,12,6,12,9,7,3,4,8,12,12,2,7,12,11,3,4,4,4,10,12,6,12,12,9,7,11,7,3,4,7,7,7,7,7,7,9,3,4,7,7,3,4,12,12,9,6,10,3,4,10,12,7,12,9,9,3,4,4,4,10,12,9,11,12,12,11,6,10,12,9,6,12,12,2,12,9,3,4,4,8,7,7,3,4,7,11,3,4,7,11,3,4,4,4,12,6,12,11,7,11,7,12,9,11,3,4,4,4,7,12,9,3,4,12,12,3,4,12,6,12,12,2,10,3,4,12,6,12,12,7,12,9,3,4,4,4,12,9,6,12,12,2,7,7,7,12,6,12,2,12,3,4,7,8,12,12
3,4,7,7,2,7,10,3,4,12,9,11,12,12,7,11,12,12,6,10,3,4,4,10,12,11,3,4,4,4,12,6,10,12,7,8,7,10,12,6,10,3,4,4,7,7,12,6,10,3,4,4,7,7,12,12,2,12,9,11,7,7,7,7,7,7,3,4,10,12,7,7,7,7,7,7,3,4,7,11,12,11,11,12,12,6,12,11,11,12,12,3,4,12,9,11,3,4,4,10,12,7,7,3,4,7,12,7,12,2,10,12,2,10,12,3,4,4,8,7,12,2,7,3,4,12,9,11,12,12,7,11,12,12,3,4,4,4,7,12,9,6,10,3,4,4,8,12,9,11,3,4,4,12,12,6,10,12,2,12,12,2,10,12,3,4,4,12,2,10,12,9,11,6,12,2,10,12,6,10,3,4,4,10,12,7,3,4,4,4,12,2,12,2,10,12,11,12,2,7
3,4,12,2,7,12,2,12,12,2,10,12,6,12,12,7,7,12,9,6,10,3,4,10,12,7,11,11,3,4,12,12,7,7,7,11,12,12,9,9,6,10,3,4,4,7,10,12,6,12,7,2,10,12,6,12,11,3,4,7,12,12,6,12,9,7,8,7,12,12,7,7,3,4,4,7,11,12,9,7,8,7,3,4,4,7,7,12,3,4,7,12,9,6,10,3,4,4,7,7,12,7,3,4,4,4,7,7,3,4,4,4,7,12,12,6,10,3,4,4,4,12,12,6,10,12,7,3,4,4,7,9,11,12,12,7,7,9,3,4,4,8,7,7,7,7,3,4,8,12,12,6,12,12,7,12,12,9,6,12,9,3,4,4,4,12,2,10,3,4,12,2,10,3,4,8,7,7,7,3,4,4,8,7,3,4,4,4,12,12,6,12,11,11,3,4,4,4,7,9
3,4,12,11,6,10,3,4,4,12,12,11,3,4,4,7,7,12,11,6,12,12,9,6,10,12,11,7,3,4,4,12,9,3,4,4,4,12,12,2,12,9,6,12,12,7,12,9,11,12,12,6,12,2,10,12,2,12,11,6,10,12,9,6,12,12,2,7,7,12,12,6,12,7,12,12,6,12,7,7,9,11,3,4,4,4,12,6,10,3,4,4,4,7,8,7,3,4,7,12,2,7,10,12,9,9,11,12,6,12,7,9,7,7,7,3,4,12,12,6,12,12,9,3,4,8,7,9,6,10,12,2,7,11,3,4,4,4,10,12,2,7,3,4,4,12,6,12,7,3,4,10,12,11,12,2,12,2,12,12,6,12,12,9,6,10,3,4,7,12,6,10,12,3,4,4,4,7,12,7,12,7,7,3,4,8,12,12,7,3,4,4,7,7,9,6,10,12,3,4
3,4,4,8,7,12,3,4,7,7,7,8,7,3,4,4,12,6,12,3,4,4,12,6,12,12,9,3,4,12,6,12,7,3,4,4,12,2,10,3,4,4,12,9,7,3,4,12,12,9,6,12,2,7,2,7,12,7,3,4,7,7,11,7,3,4,4,12,9,7,7,12,12,2,10,3,4,4,4,12,12,11,3,4,7,9,6,10,3,4,12,11,12,9,6,12,7,3,4,4,12,9,6,12,2,10,3,4,12,11,12,12,6,10,3,4,7,12,9,6,10,12,3,4,4,8,7,7,7,11,7,7,3,4,12,12,2,12,12,7,9,9,9,9,3,4,4,12,9,11,11,7,11,3,4,4,4,12,9,3,4,10,12,2,10,3,4,4,4,12,9,11,12,12,7,3,4,12,12,2,12,12,9,7,7,12,7,7,9,6,12,12,7,9,6,12,9,7,7,9
3,4,12,9,11,7,3,4,4,10,12,9,7,12,6,12,12,9,11,3,4,4,7,2,12,9,6,10,3,4,4,4,10,12,6,12,12,2,10,3,4,12,6,10,12,7,3,4,12,7,2,12,9,6,10,12,7,12,9,11,11,6,10,3,4,12,6,10,12,3,4,7,12,3,4,4,10,12,11,12,11,11,12,3,4,12,12,9,6,10,3,4,4,8,7,12,9,11,11,11,12,2,10,3,4,7,7,12,2,10,3,4,4,4,7,7,12,3,4,7,2,12,12,7,12,12,6,10,3,4,4,4,7,7,3,4,4,12,7,8,7,10,3,4,12,9,9,7,7,3,4,4,12,12,7,3,4,12,12,11,7,11,11,3,4,7,12,6,12,12,3,4,4,4,12,9,3,4,4,4,7,2,7,8,7,12,9,6,10,12,2,7,7,3,4,4,7,12,3,4
